TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0005975	"carbohydrate metabolic process"	-3.9086822957619796	6.220115151808519	5.521546466478484	1	0	null
GO:0006813	"potassium ion transport"	-2.550257377632916	5.238354769259176	0.5758350576254156	1	0	null
