TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0006109	"regulation of carbohydrate metabolic process"	-2.6255325014315147	4.302179353813202	0.06669657568364988	1	0	null
GO:0032958	"inositol phosphate biosynthetic process"	-2.2992699065246214	3.9256729939212405	0.028026398698904546	0.41203035735835625	0	null
GO:0043647	"inositol phosphate metabolic process"	43647	-2.2992699065246214	4.044186850767364	0.0368208205075805	0.41203035735835625	0.71620818	32958
